age,workclass,education-num,marital-status,relationship,race,sex,hours-per-week,income
48,Private,9,Married-civ-spouse,Husband,White,Male,44,1
24,Private,11,Never-married,Own-child,White,Male,40,0
27,Private,13,Divorced,Not-in-family,White,Male,52,0
39,Private,13,Married-civ-spouse,Husband,White,Male,45,1
36,Private,12,Divorced,Unmarried,White,Female,37,0
38,Private,9,Divorced,Unmarried,White,Female,40,0
43,Private,6,Separated,Not-in-family,Black,Female,40,0
39,Federal-gov,9,Never-married,Unmarried,White,Female,45,0
45,Private,9,Married-civ-spouse,Husband,White,Male,40,1
44,Private,12,Never-married,Not-in-family,Asian-Pac-Islander,Female,50,0
40,Private,9,Married-civ-spouse,Husband,White,Male,56,0
58,Private,13,Divorced,Not-in-family,White,Male,45,0
26,Private,9,Never-married,Not-in-family,Black,Female,32,0
50,Self-emp-not-inc,9,Married-civ-spouse,Husband,Black,Male,40,0
26,Federal-gov,13,Never-married,Not-in-family,White,Male,40,0
22,Private,10,Never-married,Own-child,White,Male,35,0
51,Private,7,Married-civ-spouse,Husband,White,Male,30,1
68,Private,3,Separated,Not-in-family,White,Male,12,0
26,Private,13,Never-married,Not-in-family,White,Female,40,0
33,Private,10,Married-civ-spouse,Husband,White,Male,40,0
68,Private,5,Married-civ-spouse,Husband,Black,Male,44,0
37,Private,11,Divorced,Not-in-family,White,Male,45,1
21,Private,9,Never-married,Own-child,White,Female,20,0
22,Private,6,Never-married,Not-in-family,White,Male,30,0
62,Private,10,Married-civ-spouse,Husband,White,Male,60,0
21,Private,10,Never-married,Unmarried,White,Female,35,0
31,Federal-gov,9,Never-married,Unmarried,White,Female,40,0
37,Self-emp-not-inc,9,Never-married,Unmarried,White,Male,50,0
35,Private,9,Married-civ-spouse,Wife,White,Female,38,0
52,Private,9,Married-civ-spouse,Husband,Black,Male,40,0
21,Private,3,Married-civ-spouse,Husband,White,Male,40,0
22,Private,9,Never-married,Own-child,White,Male,40,0
27,Private,13,Married-civ-spouse,Husband,White,Male,50,1
58,Self-emp-not-inc,9,Divorced,Not-in-family,White,Male,70,0
50,Private,12,Married-civ-spouse,Husband,White,Male,60,0
34,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,40,0
43,Private,9,Married-civ-spouse,Husband,Black,Male,40,1
33,Private,9,Never-married,Not-in-family,White,Male,40,0
68,Private,9,Married-civ-spouse,Husband,White,Male,24,0
27,Private,10,Never-married,Not-in-family,Black,Male,40,0
42,Federal-gov,13,Married-civ-spouse,Husband,White,Male,40,0
20,Private,9,Never-married,Not-in-family,White,Female,20,0
58,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,35,1
40,Private,9,Married-civ-spouse,Wife,White,Female,12,0
42,Private,7,Married-civ-spouse,Wife,White,Female,40,0
42,Private,14,Divorced,Unmarried,White,Female,40,0
24,Private,13,Married-civ-spouse,Husband,White,Male,40,0
38,Private,4,Divorced,Unmarried,White,Female,40,0
45,Private,10,Married-civ-spouse,Husband,Black,Male,99,1
34,Private,7,Married-civ-spouse,Husband,White,Male,50,0
25,Private,9,Never-married,Not-in-family,White,Female,50,0
46,Private,9,Divorced,Not-in-family,White,Female,40,0
43,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,50,1
28,Private,14,Never-married,Not-in-family,White,Female,40,0
51,Private,14,Married-civ-spouse,Husband,White,Male,50,1
46,Private,13,Never-married,Not-in-family,White,Male,45,1
38,Private,10,Divorced,Unmarried,White,Female,40,0
43,Self-emp-inc,14,Married-civ-spouse,Husband,White,Male,50,1
23,Private,10,Married-civ-spouse,Other-relative,White,Male,40,0
17,State-gov,6,Never-married,Own-child,White,Male,30,0
56,Federal-gov,13,Divorced,Not-in-family,White,Male,40,0
39,Private,13,Widowed,Unmarried,White,Female,50,1
40,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,40,1
36,Private,13,Married-civ-spouse,Husband,White,Male,40,1
25,Private,9,Married-civ-spouse,Husband,White,Male,40,0
31,Private,9,Married-civ-spouse,Husband,White,Male,52,0
34,Private,9,Married-civ-spouse,Husband,Black,Male,40,0
32,Private,7,Divorced,Unmarried,White,Female,15,0
35,Federal-gov,13,Never-married,Own-child,White,Female,40,0
46,Private,9,Married-civ-spouse,Husband,Black,Male,40,1
25,Private,13,Married-civ-spouse,Husband,White,Male,60,0
22,Private,9,Never-married,Own-child,White,Male,55,0
49,Private,13,Married-civ-spouse,Husband,White,Male,40,0
66,Private,9,Widowed,Not-in-family,White,Female,40,1
21,Private,10,Never-married,Own-child,White,Male,40,0
47,Private,7,Married-civ-spouse,Husband,White,Male,40,0
40,Private,14,Never-married,Not-in-family,White,Female,45,1
24,Private,7,Never-married,Not-in-family,Black,Male,35,0
70,Private,9,Married-civ-spouse,Husband,White,Male,37,0
26,Self-emp-not-inc,13,Divorced,Not-in-family,White,Male,40,0
41,Private,9,Married-civ-spouse,Husband,White,Male,52,1
52,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,55,1
33,Private,4,Married-civ-spouse,Husband,White,Male,40,0
36,Private,11,Never-married,Unmarried,Black,Female,38,0
70,Private,9,Divorced,Not-in-family,White,Female,28,0
31,Local-gov,13,Never-married,Not-in-family,White,Female,50,0
25,Private,13,Never-married,Unmarried,Asian-Pac-Islander,Male,44,0
22,Private,9,Married-civ-spouse,Husband,White,Male,40,0
27,Private,13,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,0
36,Private,9,Married-civ-spouse,Wife,White,Female,40,1
32,Private,13,Never-married,Not-in-family,White,Male,40,0
70,Private,4,Married-civ-spouse,Husband,White,Male,25,0
59,Federal-gov,10,Never-married,Own-child,Black,Female,40,0
28,Private,9,Divorced,Not-in-family,White,Male,40,0
34,Private,9,Divorced,Unmarried,White,Female,20,0
20,Private,10,Never-married,Not-in-family,White,Female,45,0
29,Private,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,15,Married-civ-spouse,Wife,White,Female,45,1
54,Private,9,Married-civ-spouse,Husband,Black,Male,40,0
50,Private,5,Married-civ-spouse,Husband,White,Male,48,0
45,Private,9,Married-civ-spouse,Husband,Other,Male,40,0
18,Private,7,Never-married,Own-child,White,Female,15,0
30,Private,9,Divorced,Other-relative,Asian-Pac-Islander,Female,40,0
30,Private,4,Never-married,Not-in-family,White,Male,50,0
40,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,40,0
59,Private,10,Married-civ-spouse,Husband,White,Male,40,0
47,Private,9,Divorced,Not-in-family,White,Male,42,0
19,Private,6,Never-married,Own-child,White,Male,39,0
52,Private,9,Married-civ-spouse,Husband,White,Male,40,0
37,Private,12,Married-civ-spouse,Husband,White,Male,65,1
44,Private,13,Married-civ-spouse,Husband,Black,Male,40,1
46,Private,10,Married-civ-spouse,Husband,White,Male,40,0
26,Private,9,Divorced,Not-in-family,White,Male,40,0
34,Private,13,Married-civ-spouse,Husband,White,Male,55,1
55,Private,4,Married-civ-spouse,Husband,White,Male,50,0
34,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,70,0
66,Local-gov,9,Married-civ-spouse,Husband,White,Male,40,0
20,Private,9,Never-married,Own-child,White,Male,40,0
39,Private,11,Married-civ-spouse,Husband,White,Male,40,1
47,Private,10,Married-civ-spouse,Husband,White,Male,40,1
36,Private,15,Married-civ-spouse,Husband,White,Male,55,1
59,Private,7,Married-civ-spouse,Husband,White,Male,40,0
18,Private,7,Never-married,Own-child,White,Female,20,0
37,Private,10,Never-married,Not-in-family,White,Male,40,0
24,Private,9,Never-married,Own-child,White,Male,40,0
44,Federal-gov,12,Married-civ-spouse,Husband,White,Male,40,1
29,Private,12,Married-civ-spouse,Wife,White,Female,50,0
27,Private,3,Never-married,Own-child,Asian-Pac-Islander,Female,20,0
25,Private,13,Never-married,Not-in-family,White,Female,30,0
25,Private,13,Married-civ-spouse,Husband,White,Male,40,0
19,Private,9,Never-married,Unmarried,White,Male,40,0
31,Private,9,Married-civ-spouse,Husband,White,Male,50,1
27,Self-emp-not-inc,5,Married-civ-spouse,Husband,White,Male,40,0
22,Private,9,Never-married,Own-child,White,Female,20,0
41,State-gov,10,Married-civ-spouse,Wife,White,Female,40,1
39,Private,9,Married-civ-spouse,Husband,White,Male,40,0
49,Private,10,Married-civ-spouse,Husband,White,Male,40,1
48,Private,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,1
24,Private,13,Never-married,Own-child,White,Female,8,0
57,Private,13,Divorced,Not-in-family,White,Female,45,1
26,Private,10,Married-civ-spouse,Husband,White,Male,50,0
37,Private,2,Married-civ-spouse,Husband,White,Male,40,0
26,Private,10,Married-civ-spouse,Husband,White,Male,40,1
23,Private,13,Never-married,Not-in-family,White,Female,20,0
21,Private,9,Never-married,Not-in-family,White,Female,40,0
51,Self-emp-inc,7,Divorced,Not-in-family,White,Male,40,0
19,Private,10,Never-married,Own-child,White,Female,15,0
17,Private,6,Never-married,Own-child,White,Female,20,0
41,Self-emp-inc,11,Married-civ-spouse,Husband,Other,Male,84,0
77,Local-gov,13,Married-civ-spouse,Husband,White,Male,14,0
34,Private,9,Never-married,Not-in-family,White,Male,40,0
31,Private,13,Married-civ-spouse,Husband,White,Male,45,1
58,State-gov,9,Never-married,Not-in-family,White,Female,16,0
62,Private,9,Widowed,Not-in-family,White,Female,38,0
49,Private,14,Married-civ-spouse,Husband,White,Male,45,1
20,Private,10,Never-married,Own-child,White,Female,20,0
27,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,50,0
59,Private,9,Married-civ-spouse,Husband,White,Male,40,1
44,Local-gov,13,Divorced,Own-child,White,Female,60,0
23,Private,10,Never-married,Own-child,Black,Female,25,0
45,Private,14,Divorced,Not-in-family,White,Female,50,1
23,Private,9,Never-married,Not-in-family,White,Male,40,0
42,Private,9,Married-civ-spouse,Husband,White,Male,50,0
39,Local-gov,13,Widowed,Unmarried,Asian-Pac-Islander,Female,10,0
40,Private,10,Divorced,Not-in-family,White,Male,40,0
40,Local-gov,13,Married-civ-spouse,Husband,White,Male,35,0
53,Private,7,Married-civ-spouse,Husband,White,Male,48,1
33,Private,8,Separated,Unmarried,White,Female,40,0
58,Private,13,Widowed,Unmarried,White,Male,40,1
74,Private,10,Married-civ-spouse,Husband,White,Male,20,1
33,Private,9,Married-civ-spouse,Husband,White,Male,45,1
18,Private,8,Never-married,Own-child,White,Female,8,0
46,Private,10,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Male,40,0
30,Private,9,Married-civ-spouse,Husband,White,Male,46,0
18,Private,9,Never-married,Own-child,White,Female,25,0
35,Private,2,Married-spouse-absent,Not-in-family,White,Male,40,0
24,Private,7,Never-married,Not-in-family,Black,Female,40,0
24,Private,11,Never-married,Not-in-family,White,Male,55,0
51,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,1
17,Private,7,Never-married,Own-child,White,Male,25,0
25,Private,9,Never-married,Not-in-family,White,Male,50,0
26,Private,9,Married-civ-spouse,Husband,White,Male,40,0
28,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,40,1
55,Private,14,Married-civ-spouse,Husband,White,Male,50,1
35,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,50,1
18,Private,8,Never-married,Own-child,White,Female,12,0
23,Private,4,Never-married,Other-relative,White,Male,36,0
69,Private,11,Widowed,Not-in-family,White,Female,25,0
55,Private,13,Married-civ-spouse,Husband,White,Male,45,1
19,Private,9,Separated,Own-child,White,Female,30,0
43,Private,9,Divorced,Not-in-family,White,Male,45,0
35,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,50,0
37,Private,9,Divorced,Not-in-family,White,Male,40,0
68,Private,9,Widowed,Not-in-family,White,Female,24,0
41,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,70,1
51,Private,11,Married-civ-spouse,Husband,White,Male,50,1
24,Private,7,Married-civ-spouse,Husband,Other,Male,40,0
51,Private,9,Married-civ-spouse,Husband,White,Male,84,1
27,Private,9,Never-married,Not-in-family,White,Male,40,0
45,Federal-gov,10,Married-civ-spouse,Husband,White,Male,40,1
51,Private,9,Never-married,Not-in-family,Black,Male,40,0
44,Private,9,Separated,Not-in-family,White,Female,40,0
48,Self-emp-inc,14,Married-civ-spouse,Husband,White,Male,40,0
67,Self-emp-inc,14,Married-civ-spouse,Husband,White,Male,48,1
49,Private,5,Married-spouse-absent,Not-in-family,Black,Female,16,0
36,Private,10,Married-civ-spouse,Husband,White,Male,40,0
29,Private,4,Married-civ-spouse,Wife,White,Female,40,0
42,Private,10,Married-civ-spouse,Husband,White,Male,60,1
30,Private,14,Never-married,Not-in-family,White,Female,45,0
76,Private,3,Never-married,Not-in-family,White,Male,20,0
26,Private,9,Never-married,Own-child,White,Female,40,0
38,Private,14,Married-civ-spouse,Husband,White,Male,65,1
24,Federal-gov,13,Never-married,Not-in-family,White,Male,40,0
28,Private,9,Married-civ-spouse,Husband,White,Male,70,0
63,Private,10,Divorced,Not-in-family,White,Female,60,0
22,Private,13,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,40,1
21,Private,5,Never-married,Own-child,Amer-Indian-Eskimo,Male,40,0
20,Private,10,Never-married,Own-child,White,Male,20,0
31,State-gov,14,Divorced,Not-in-family,White,Female,25,0
31,Self-emp-not-inc,13,Married-civ-spouse,Wife,White,Female,40,1
45,Private,10,Married-civ-spouse,Husband,White,Male,44,1
33,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,0
65,Local-gov,10,Widowed,Not-in-family,White,Female,35,0
31,Local-gov,13,Married-civ-spouse,Husband,White,Male,40,0
39,Private,13,Married-civ-spouse,Husband,White,Male,50,1
51,State-gov,14,Never-married,Not-in-family,White,Male,40,1
32,Private,11,Never-married,Not-in-family,Black,Female,35,0
45,Private,13,Never-married,Not-in-family,White,Male,40,0
29,Private,10,Never-married,Other-relative,White,Male,50,0
62,Local-gov,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,13,Never-married,Not-in-family,White,Female,35,0
29,Private,11,Never-married,Not-in-family,White,Male,43,0
42,Private,14,Married-civ-spouse,Husband,White,Male,40,1
20,Private,9,Never-married,Not-in-family,White,Male,30,0
58,State-gov,13,Married-civ-spouse,Husband,White,Male,40,0
35,Private,11,Married-civ-spouse,Husband,White,Male,50,0
42,Private,10,Never-married,Own-child,White,Female,40,0
47,Federal-gov,10,Married-civ-spouse,Husband,Black,Male,40,0
21,Private,9,Never-married,Own-child,White,Female,40,0
53,Self-emp-inc,16,Divorced,Not-in-family,White,Male,50,1
35,Private,10,Married-civ-spouse,Wife,White,Female,40,1
23,Private,10,Married-civ-spouse,Husband,White,Male,45,0
24,Private,13,Never-married,Own-child,White,Male,20,0
37,Private,9,Divorced,Unmarried,White,Female,45,0
55,Private,9,Divorced,Not-in-family,White,Female,40,0
24,State-gov,10,Married-civ-spouse,Wife,White,Female,45,0
19,Private,7,Never-married,Not-in-family,White,Female,25,0
25,Private,13,Never-married,Not-in-family,White,Male,60,0
38,Private,13,Married-civ-spouse,Husband,White,Male,40,1
62,Private,10,Married-civ-spouse,Husband,White,Male,40,0
57,Private,9,Separated,Unmarried,White,Male,40,0
25,Private,12,Never-married,Unmarried,White,Female,40,0
23,Local-gov,13,Never-married,Not-in-family,White,Male,32,0
26,Local-gov,13,Married-civ-spouse,Wife,Black,Female,40,1
46,Private,9,Divorced,Not-in-family,White,Female,60,0
31,Private,10,Married-civ-spouse,Wife,White,Female,40,1
56,Private,8,Married-civ-spouse,Husband,White,Male,40,1
57,Private,10,Married-civ-spouse,Husband,White,Male,40,1
34,Private,11,Never-married,Unmarried,White,Female,40,0
43,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,40,0
39,Private,3,Separated,Unmarried,Black,Female,30,0
34,Private,13,Married-civ-spouse,Husband,Black,Male,45,1
39,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,16,0
33,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,0
60,Self-emp-not-inc,9,Married-civ-spouse,Wife,Black,Female,50,0
31,Private,13,Never-married,Not-in-family,White,Female,65,1
30,Private,9,Never-married,Other-relative,White,Male,40,0
39,Private,10,Divorced,Unmarried,White,Female,35,0
44,Private,13,Divorced,Not-in-family,Black,Male,65,0
33,Self-emp-not-inc,13,Never-married,Not-in-family,White,Female,40,0
26,Private,13,Never-married,Not-in-family,White,Male,50,0
44,Private,10,Divorced,Unmarried,White,Female,46,0
21,Private,10,Never-married,Own-child,White,Male,40,0
33,Private,10,Married-civ-spouse,Husband,White,Male,40,1
48,Private,9,Divorced,Unmarried,White,Male,40,0
39,Private,9,Married-civ-spouse,Husband,White,Male,40,0
18,Private,9,Never-married,Own-child,White,Female,20,0
23,Private,13,Married-civ-spouse,Husband,White,Male,40,0
41,Private,10,Married-civ-spouse,Husband,White,Male,40,0
40,Private,9,Married-civ-spouse,Husband,Black,Male,40,1
44,Private,5,Divorced,Own-child,White,Female,50,0
27,Private,9,Never-married,Not-in-family,White,Male,60,0
59,Private,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,7,Married-civ-spouse,Husband,White,Male,45,0
57,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,40,0
48,Private,9,Separated,Unmarried,Black,Male,45,0
38,Private,10,Married-civ-spouse,Husband,White,Male,60,1
43,Private,15,Married-civ-spouse,Husband,White,Male,60,1
40,Private,13,Married-civ-spouse,Husband,White,Male,40,1
47,Private,9,Married-civ-spouse,Wife,White,Female,20,1
33,Private,6,Never-married,Not-in-family,Black,Male,40,0
40,State-gov,11,Married-civ-spouse,Husband,White,Male,38,1
38,Federal-gov,9,Married-civ-spouse,Husband,White,Male,45,0
42,Private,10,Married-civ-spouse,Husband,White,Male,50,0
40,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,15,0
37,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,60,1
27,Private,7,Never-married,Unmarried,White,Female,45,0
26,Private,13,Never-married,Not-in-family,White,Female,40,0
18,Private,9,Never-married,Own-child,White,Male,3,0
66,Private,14,Married-civ-spouse,Husband,White,Male,50,0
45,Federal-gov,10,Married-civ-spouse,Husband,White,Male,65,1
23,Private,13,Never-married,Own-child,White,Female,40,0
17,Private,9,Never-married,Own-child,White,Female,20,0
49,Private,9,Divorced,Not-in-family,White,Male,40,0
29,Private,9,Married-civ-spouse,Husband,White,Male,50,1
34,Private,10,Married-civ-spouse,Husband,White,Male,40,0
49,Local-gov,14,Separated,Unmarried,White,Female,50,0
36,Private,9,Married-civ-spouse,Husband,White,Male,40,0
64,Private,3,Divorced,Not-in-family,White,Male,40,0
31,Private,10,Divorced,Not-in-family,White,Female,45,0
30,Private,10,Divorced,Own-child,White,Female,55,0
23,Private,9,Never-married,Own-child,Asian-Pac-Islander,Male,1,0
62,Private,9,Divorced,Unmarried,Black,Female,99,0
61,Local-gov,9,Married-civ-spouse,Husband,White,Male,48,0
29,Private,11,Married-civ-spouse,Husband,White,Male,55,0
46,Private,13,Married-civ-spouse,Husband,White,Male,65,1
36,Private,13,Divorced,Not-in-family,White,Male,30,0
45,Private,10,Divorced,Unmarried,White,Female,40,0
27,Private,10,Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,45,0
33,Private,10,Never-married,Not-in-family,White,Male,50,0
46,Federal-gov,12,Divorced,Unmarried,White,Female,40,0
64,Private,13,Never-married,Unmarried,White,Female,40,0
38,Local-gov,13,Married-civ-spouse,Wife,White,Female,20,1
46,Private,9,Divorced,Not-in-family,White,Male,44,0
49,Private,13,Never-married,Not-in-family,White,Female,56,1
25,Private,13,Never-married,Other-relative,White,Male,40,0
27,Private,13,Never-married,Not-in-family,White,Female,20,0
32,Self-emp-not-inc,9,Divorced,Unmarried,White,Male,40,0
38,Private,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,9,Never-married,Unmarried,White,Female,24,0
36,Private,3,Separated,Not-in-family,White,Female,40,0
37,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,50,0
30,Self-emp-inc,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,1
50,Private,9,Married-civ-spouse,Husband,White,Male,2,0
60,Private,9,Married-civ-spouse,Husband,White,Male,40,0
32,Private,11,Divorced,Unmarried,White,Female,40,0
43,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,40,0
29,Private,13,Never-married,Not-in-family,White,Male,40,0
47,Private,9,Married-civ-spouse,Husband,White,Male,40,0
42,Private,10,Married-civ-spouse,Husband,White,Male,40,1
29,Private,16,Married-civ-spouse,Husband,White,Male,50,1
19,Private,9,Never-married,Not-in-family,White,Male,40,0
34,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,40,0
36,Self-emp-not-inc,13,Never-married,Not-in-family,Black,Female,50,0
23,Private,9,Never-married,Not-in-family,White,Male,72,0
60,Local-gov,14,Divorced,Not-in-family,White,Female,25,0
55,Self-emp-not-inc,9,Widowed,Not-in-family,White,Male,40,0
22,Private,7,Never-married,Not-in-family,White,Female,40,0
84,Private,14,Never-married,Not-in-family,White,Male,66,0
44,Local-gov,14,Never-married,Own-child,White,Female,55,0
35,Private,9,Married-civ-spouse,Husband,White,Male,50,1
53,Private,10,Divorced,Not-in-family,White,Female,43,0
33,Private,10,Divorced,Not-in-family,White,Male,40,0
29,Private,9,Never-married,Not-in-family,White,Female,10,0
34,Private,11,Married-civ-spouse,Husband,White,Male,40,1
60,Self-emp-inc,6,Married-civ-spouse,Husband,White,Male,40,0
57,Private,9,Never-married,Not-in-family,White,Female,45,0
21,Private,9,Never-married,Own-child,White,Male,45,0
39,Private,9,Divorced,Unmarried,White,Female,22,0
24,Private,9,Never-married,Own-child,White,Male,40,0
20,Private,10,Never-married,Own-child,White,Female,6,0
56,Private,13,Married-civ-spouse,Husband,White,Male,50,0
40,Private,13,Divorced,Not-in-family,White,Male,45,0
28,Private,10,Never-married,Not-in-family,White,Female,40,0
26,Private,13,Married-civ-spouse,Husband,White,Male,45,1
36,State-gov,11,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,37,0
56,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,60,0
76,Private,14,Married-civ-spouse,Husband,White,Male,40,1
39,Private,11,Married-civ-spouse,Husband,White,Male,40,0
63,Private,10,Married-civ-spouse,Husband,White,Male,40,1
38,Private,10,Married-civ-spouse,Husband,White,Male,40,0
48,Private,9,Divorced,Not-in-family,White,Female,35,0
17,Private,6,Never-married,Own-child,White,Female,20,0
33,Private,4,Divorced,Not-in-family,White,Male,35,0
26,Private,13,Never-married,Other-relative,Asian-Pac-Islander,Female,40,0
59,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,40,1
39,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,60,1
42,Private,9,Never-married,Not-in-family,White,Male,40,0
28,Private,9,Separated,Not-in-family,White,Male,40,0
43,Private,10,Married-civ-spouse,Husband,White,Male,40,0
17,Private,6,Never-married,Own-child,White,Male,15,0
28,Private,7,Separated,Unmarried,White,Female,40,0
32,Private,9,Married-civ-spouse,Husband,White,Male,48,0
43,Private,9,Married-civ-spouse,Husband,White,Male,40,0
43,Private,11,Married-civ-spouse,Husband,White,Male,45,1
44,Local-gov,14,Married-civ-spouse,Wife,White,Female,40,0
22,Private,10,Never-married,Own-child,White,Male,40,0
32,Private,7,Never-married,Own-child,White,Male,40,0
26,Private,3,Married-civ-spouse,Husband,White,Male,50,0
21,Private,9,Married-civ-spouse,Husband,White,Male,40,0
25,Private,9,Separated,Unmarried,Black,Female,40,0
36,Private,10,Never-married,Not-in-family,White,Female,40,0
26,Private,10,Married-civ-spouse,Husband,White,Male,60,0
35,Private,10,Married-civ-spouse,Husband,White,Male,58,0
50,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,40,1
30,Private,12,Never-married,Not-in-family,White,Female,40,0
44,Self-emp-not-inc,13,Never-married,Not-in-family,White,Male,42,0
36,Private,10,Never-married,Not-in-family,White,Female,40,0
20,Private,10,Never-married,Not-in-family,Black,Male,47,0
46,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,1
50,Private,13,Divorced,Unmarried,White,Female,45,0
25,Private,13,Never-married,Not-in-family,White,Female,40,1
38,Private,10,Divorced,Not-in-family,White,Male,60,0
52,Local-gov,10,Widowed,Not-in-family,White,Female,24,0
44,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,50,1
21,Private,10,Never-married,Own-child,White,Male,20,0
44,Private,13,Married-civ-spouse,Husband,Black,Male,35,1
46,Self-emp-not-inc,14,Divorced,Not-in-family,White,Male,30,0
41,Private,13,Married-civ-spouse,Husband,White,Male,48,1
36,Private,9,Divorced,Not-in-family,White,Female,40,0
38,Private,12,Married-civ-spouse,Husband,White,Male,50,1
50,Private,10,Divorced,Not-in-family,White,Female,40,0
59,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,60,0
40,Private,12,Divorced,Unmarried,White,Female,40,0
65,Private,9,Married-civ-spouse,Husband,White,Male,40,0
24,Private,9,Never-married,Not-in-family,White,Female,49,0
29,Private,12,Never-married,Own-child,White,Male,40,0
70,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,40,1
45,Private,9,Married-civ-spouse,Wife,White,Female,14,0
27,Self-emp-not-inc,10,Married-civ-spouse,Wife,White,Female,50,0
33,Private,11,Separated,Not-in-family,White,Female,40,0
64,Private,13,Married-civ-spouse,Husband,White,Male,40,1
35,State-gov,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,9,Married-civ-spouse,Husband,White,Male,44,0
23,Local-gov,13,Never-married,Not-in-family,White,Female,40,0
30,Private,9,Married-civ-spouse,Husband,White,Male,40,0
27,Private,9,Never-married,Own-child,Black,Female,40,0
36,Self-emp-inc,12,Married-civ-spouse,Husband,White,Male,70,0
60,Private,10,Married-civ-spouse,Husband,White,Male,16,1
47,Local-gov,10,Never-married,Own-child,White,Female,20,0
32,Private,9,Married-civ-spouse,Husband,White,Male,40,0
19,Private,10,Never-married,Own-child,White,Male,40,0
22,Private,9,Never-married,Not-in-family,White,Male,40,0
55,Federal-gov,13,Never-married,Not-in-family,White,Female,40,0
48,Private,13,Never-married,Not-in-family,White,Male,50,0
34,Private,13,Married-civ-spouse,Husband,White,Male,50,1
37,Private,9,Married-civ-spouse,Husband,White,Male,50,1
64,State-gov,16,Never-married,Not-in-family,White,Female,40,1
36,Private,13,Married-civ-spouse,Husband,White,Male,40,0
33,Local-gov,9,Never-married,Not-in-family,Black,Male,40,0
59,Self-emp-not-inc,9,Divorced,Own-child,White,Female,24,0
55,Private,9,Separated,Unmarried,White,Male,40,0
40,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,1
30,Private,10,Divorced,Not-in-family,White,Male,65,0
45,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,40,0
46,Private,9,Married-civ-spouse,Husband,White,Male,40,0
42,Private,9,Married-civ-spouse,Husband,White,Male,50,0
34,Private,9,Never-married,Own-child,Asian-Pac-Islander,Male,40,0
67,Private,10,Widowed,Not-in-family,White,Female,16,0
40,Private,13,Never-married,Not-in-family,White,Male,37,0
53,Private,7,Married-civ-spouse,Husband,Black,Male,40,0
61,Private,9,Married-civ-spouse,Husband,White,Male,50,1
51,Private,9,Widowed,Unmarried,White,Female,40,0
18,Local-gov,14,Never-married,Own-child,White,Female,60,0
41,Private,10,Divorced,Not-in-family,White,Male,40,1
36,Private,10,Divorced,Not-in-family,White,Male,45,0
34,Private,9,Never-married,Not-in-family,White,Female,40,0
34,Private,9,Never-married,Not-in-family,White,Male,40,0
36,Private,12,Never-married,Not-in-family,Black,Male,40,1
24,Private,13,Never-married,Not-in-family,White,Male,45,0
37,Private,9,Divorced,Not-in-family,White,Male,40,0
42,Private,13,Married-civ-spouse,Husband,White,Male,40,1
